City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
355,tabuk,99,PH,1598326191,60,17.42,121.44,87.8,3.2
356,souillac,75,MU,1598326152,73,-20.52,57.52,69.8,11.41
357,bengkulu,94,ID,1598326041,52,-3.8,102.27,86.0,5.28
358,sardarshahr,1,IN,1598326041,68,28.43,74.48,85.08,12.75
359,kinango,66,KE,1598326191,94,-4.14,39.32,68.31,4.74
360,pedernales,51,DO,1598326041,69,18.04,-71.74,81.91,4.65
361,samarai,100,PG,1598326176,86,-10.62,150.67,78.67,14.52
362,itarema,0,BR,1598326041,84,-2.92,-39.92,75.43,11.18
363,ciudad bolivar,32,VE,1598326041,77,8.12,-63.55,78.8,4.65
364,tambura,100,SS,1598326041,94,5.6,27.47,68.02,3.04
365,sistranda,75,NO,1598326041,87,63.73,8.83,50.0,25.28
366,ercis,20,TR,1598326191,62,39.03,43.36,53.6,4.7
367,varkkallai,20,IN,1598326191,74,8.73,76.71,86.0,8.05
368,college,75,US,1598326191,63,64.86,-147.8,62.6,5.82
369,kurchum,39,KZ,1598326192,31,48.57,83.65,77.9,24.9
370,mount isa,0,AU,1598326159,13,-20.73,139.5,82.4,14.99
371,greensburg,40,US,1598326022,78,40.3,-79.54,75.2,9.17
372,kavaratti,20,IN,1598326192,74,10.57,72.64,82.4,9.17
373,kavieng,6,PG,1598326042,67,-2.57,150.8,83.82,6.22
374,geraldton,0,AU,1598325955,68,-28.77,114.6,66.2,8.05
375,jertih,20,MY,1598326192,89,5.73,102.49,87.8,4.7
376,karonga,80,MW,1598326192,67,-9.93,33.93,68.41,4.45
377,denpasar,20,ID,1598326192,74,-8.65,115.22,84.2,11.41
378,cayenne,3,GF,1598326192,100,4.93,-52.33,75.2,7.4
379,palmer,75,US,1598326192,83,42.16,-72.33,73.99,3.36
380,arkhangelsk,40,RU,1598326192,93,64.54,40.54,57.2,4.47
381,port keats,0,AU,1598326192,21,-14.25,129.55,92.08,8.37
